song_name,artist_name,album_name,release_date,song_id,danceability,energy,tempo,key
Love To Walk Away,The Vaccines,Pick-Up Full Of Pink Carnations,2024-01-12,1GKsOmCVxqmNavF3nAIrwE,0.402,0.859,79.944,9.0
Love Me Two Times,The Doors,Strange Days,1967-09-25,67HxeUADW4H3ERfaPW59ma,0.684,0.698,132.846,9.0
Love U Like That,Lauv,Love U Like That,2023-08-04,3rmqiQbzPDx7A8p88IRFKg,0.714,0.671,95.005,10.0
Love Today,MIKA,Life In Cartoon Motion,2006-01-01,2IxoxL1FHw0RxN5r6y5mjF,0.678,0.914,124.446,11.0
Love Is The Law,The Seahorses,Do It Yourself,1997-01-01,5hxttI33fq6Pj5jWabbEOz,0.278,0.817,90.309,11.0
Love My Life,Robbie Williams,The Heavy Entertainment Show (Deluxe),2016-11-04,1YW369EbVyjpeLE3YbsjKQ,0.543,0.686,95.995,10.0
Love Like Mine,Stela Cole,Woman of the Hour,2020-11-20,5Ds1FRxEq20yhhtVY3JukM,0.716,0.705,89.011,9.0
Lovely Darling,Benson Boone,PULSE,2023-05-05,7JQfzB0Idz7zXvTRnvqggu,0.68,0.753,141.007,11.0
Love Somebody,Rotimi,All or Nothing (Deluxe),2021-10-15,2VR1nIY2M4W2AfNOg4uFR7,0.8,0.62,104.885,9.0
Love or Hate - Sainte Vie Remix,Vintage Culture,Promised Land (Remixes),2024-10-02,2bZqIY3BZ4OGjVUcjqljZi,0.589,0.837,122.012,11.0
Love Shy (Thinking About You) - Virgo vs. Agent X Edit,Platnum,Love Shy (Thinking About You) [Virgo vs. Agent X Edit],2008-09-26,1d0i1q08HrOTP0jeYVFPOH,0.679,0.823,140.34,11.0
love race (feat. Kellin Quinn),mgk,love race (feat. Kellin Quinn),2021-04-29,1F9kEuwT29fgqlovIclu81,0.517,0.848,95.906,10.0
Love Will Tear Us Apart - Tensnake Remix,R Plus,Love Will Tear Us Apart - Tensnake Remix,2021-06-04,51NcW3cfbdI0FLsD8dgXAq,0.717,0.835,122.988,11.0
Love Taste,Moe Shop,Love Taste,2016-05-22,0XVoD3TmJVEYdRzZoe0Ewy,0.673,0.637,110.01,11.0
Paper Rings,Taylor Swift,Lover,2019-08-23,4y5bvROuBDPr5fuwXbIBZR,0.811,0.719,103.979,9.0
Love To Go,Lost Frequencies,Love To Go,2020-04-17,14d79QOV2pvJHH9vlUfZwJ,0.755,0.783,104.022,11.0
Love Shy (Thinking About You) - Virgo vs. Agent X Club Mix,Platnum,Love Shy (Thinking About You) [Remixes],2008-09-30,5u8a3ikxBEyPlMjPLlYqmN,0.679,0.823,140.34,11.0
Love Galore (Alt Version),SZA,Ctrl (Deluxe),2022-06-09,3fcX3E9l1gVnfKeWaEzHHv,0.827,0.439,134.961,9.0
Love Is Everywhere,Magdalena Bay,Imaginal Disk,2024-08-23,2ZSDtC0XZnpokAMwRtgqzh,0.576,0.665,90.02,9.0
Gonna Love Me,Teyana Taylor,K.T.S.E.,2018-06-23,3nXrCAE44KlevAkQB2XWcN,0.514,0.503,88.039,10.0
Love Dose,Yo Yo Honey Singh,Desi Kalakaar,2014-09-26,1QZRCi2Z1DQQaR6bGAzhtN,0.843,0.768,139.998,11.0
Make You Feel My Love,Adele,19,2008-01-27,273QnyCvJB65rScHJ1nPZb,0.317,0.172,65.18,10.0
Love Resurrection - 2009 Remaster,Alison Moyet,Alf (Deluxe Version),2016-11-25,6ouOdKaCbfbRbjW1W9yZZQ,0.73,0.833,122.545,9.0
LOVE IS A DRUG,Don Toliver,HARDSTONE PSYCHO,2024-06-25,2ZZMbEXXq9hPReD2alSNxD,0.805,0.826,142.99,11.0
Come and Get Your Love - Single Version,Redbone,Come and Get Your Love,1973-11-01,7GVUmCP00eSsqc4tzj1sDD,0.731,0.804,107.383,11.0
Love Reigns,Mall Grab,What I Breathe,2022-08-05,7CGkR8BkFkvzrEXWYWB9gw,0.625,0.869,132.954,11.0
Stereo Love,Edward Maya,Stereo Love,2009-07-07,0gBfLS4aqbrr1ZvVv8dqWB,0.778,0.777,127.051,9.0
Loved You A Little (with Taking Back Sunday and Charlotte Sands),The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),2022-01-20,0IPKskRI33eRXjUhNUr9b5,0.484,0.828,195.999,11.0
Love Like Crazy,Lee Brice,Love Like Crazy,2010-06-08,6Ozp6ac86CSHMik8lbvJuM,0.535,0.725,78.489,10.0
Hate It Or Love It,The Game,The Documentary,2005,2wGSgTmgSF3xjRrHkTc25R,0.802,0.785,99.998,9.0
Love Is an Open Door,Disney Peaceful Piano,Disney Princess Piano,2021-09-24,0P0U1LfGMSxeAarJOpVa6U,0.536,0.135,90.324,9.0
Hollaback Girl,Gwen Stefani,Love Angel Music Baby,2004-11-22,6KM6693N1wVvz6tDviEF4F,0.926,0.916,110.009,10.0
Love Me Tender,Elvis Presley,Elvis 30 #1 Hits,2002-09-24,7iBBcw61QVJxI3NDzlpX2E,0.454,0.0529,112.101,9.0
Love Someone,Abigail Liddle,Love Someone,2024-06-28,2zRzCxvIGhaQ7Ra5aj3SBq,0.579,0.243,134.284,11.0
Stereo Love - UK Radio Edit,Edward Maya,Stereo Love,2010-01-01,6TyXieyAu2z51H6VMPKRI4,0.803,0.873,127.085,9.0
Love Will Keep Us Alive,Eagles,Hell Freezes Over (Remaster 2018),1994-11-08,7bJSiwLFnhoO7g83bWkCtA,0.658,0.374,98.892,9.0
"Love Music, Pt. 3",Ren,"Demos (Do Not Share), Vol 1",2020-04-29,1fsYvc3J0zvNPRpz8KYCDD,0.886,0.815,140.09,11.0
Dangerous Love,Fuse ODG,T.I.N.A.,2014-01-01,3dOBB8XZNu8aqi7JstoRZO,0.704,0.945,127.999,9.0
Love To Give (with Billy Lockett),Dimension,Organ,2021-03-05,04fUHQffhV0d4VeeOkXfMN,0.437,0.989,173.836,11.0
Everlasting Love,Love Affair,The Everlasting Love Affair,1968-03-04,40XXjm2pU6LGZkLq5VmkaQ,0.497,0.569,120.531,9.0
LOVE ME,Jaz Karis,SAFE FLIGHT,2024-09-20,43h59Oj9bIoAEf0cY2EMx0,0.394,0.338,71.307,10.0
Stereo Love - Edit,Edward Maya,Stereo Love,2009-07-06,2Xf4RoFpi7n06ppsGKbxiq,0.801,0.786,127.061,9.0
Love You 'Till the End,The Pogues,Pogue Mahone (Expanded Edition),1995-10-16,2WTgDM0RGMG0v9nA7yc6uW,0.554,0.396,138.191,11.0
Love & Pride,King,Steps In Time,1984-09-26,3oGcHyoXwBMIAXkgIzLoQn,0.708,0.611,126.093,9.0
Love Me Back,fromis_9,"Love Me Back (From ""Operation: True Love"")",2023-10-11,2IMPPA9UZpqTnnVIy9lDHU,0.72,0.842,112.026,11.0
Love Game,Eminem,The Marshall Mathers LP2 (Deluxe),2013-11-05,0iMN420Q45isZVNlAqzPTW,0.766,0.941,105.52,9.0
Easy Love,Sigala,Brighter Days,2018-09-28,5s7xgzXtmY4gMjeSlgisjy,0.68,0.942,123.976,9.0
Love Me More,Sam Smith,Love Me More,2022-04-28,16MQETUgqXwY4lZcyRafU3,0.791,0.439,85.004,10.0
Sweater Weather,The Neighbourhood,I Love You.,2013-04-19,0cQVqPuHQP4KEwc7ZUQmj6,0.613,0.808,124.037,10.0
Love Maze,BTS,Love Yourself 轉 'Tear',2018-05-18,4ROdFnoZNn2RTmwct0cVpx,0.637,0.876,149.93,9.0
"Love You, Miss You, Mean It",Luke Bryan,Mind Of A Country Boy,2024-06-14,7IEbSjcSCiWIa22MsOsieC,0.45,0.812,151.872,10.0
Crazy Love - 2013 Remaster,Van Morrison,Moondance (Expanded Edition),1970-02,2hjAc6x8EoSLhGxRNg8KEw,0.576,0.188,77.461,9.0
True Love (feat. Lily Allen),P!nk,The Truth About Love,2012-09-18,1QNqrsNQ1JVLEwncov3lEY,0.449,0.825,192.241,9.0
Love Is A Verb,John Mayer,Born and Raised,2012-05-18,03XjpGGdsIPouALXem2Cku,0.738,0.284,65.977,9.0
Love Your Voice,JONY,Список твоих мыслей,2019-06-21,4hyVrAsoKKjxAvQjPRt0ai,0.608,0.83,91.088,9.0
Everybody Loves The Sunshine,Roy Ayers Ubiquity,Everybody Loves The Sunshine (Reissue),1976-05-12,5le4sn0iMcnKU56bdmNzso,0.52,0.571,161.051,11.0
Love You Inside Out,Bee Gees,Spirits Having Flown,1979-02-05,73V1mhbDb7K0lqlHB82iN5,0.706,0.516,94.713,11.0
Love On The Rocks,Neil Diamond,The Jazz Singer (Original Songs From The Motion Picture),1980-11-10,6XNGIaXv2xljDcxQ99p65f,0.359,0.193,64.572,9.0
Cosmic Love,Florence + The Machine,Lungs (Deluxe Version),2009,1myEOhXztRxUVfaAEQiKkU,0.518,0.809,140.065,9.0
If You Don't Want My Love,Jalen Ngonda,Come Around and Love Me,2023-09-08,4A48ckONJNoXU5smWT9CeG,0.595,0.776,92.881,11.0
Love Making,KNEECAP,Fine Art,2024-06-14,2OkFKXUFCnUdnS962HKIwi,0.825,0.84,130.018,10.0
you look like you love me (feat. Riley Green),Ella Langley,you look like you love me (feat. Riley Green),2024-06-21,0y5Ex8oQ8zCH5TQxHUy1Eo,0.663,0.675,128.942,11.0
Fake Love,Drake,More Life,2017-03-18,343YBumqHu19cGoGARUTsd,0.928,0.481,134.007,9.0
Love Someone,Lukas Graham,Love Someone,2018-09-07,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,172.065,9.0
Endless Love,Lionel Richie,Back To Front,1992-01-01,5iwyLsQ5yjnCaRrJGyAPZM,0.49,0.268,93.352,10.0
Love Story - Radio Edit,Layo & Bushwacka!,Love Story,2002-06-17,2fT4mYueaoIBidKf9fRSzp,0.627,0.844,132.017,9.0
No Love,Eminem,Recovery,2010-06-18,7bHT9osSq1rwT2yaImzqCi,0.522,0.932,129.473,11.0
Love is a Lottery,Songer,Love is a Lottery,2022-10-06,2vYBVOigtDiRXbH6TOg6sx,0.795,0.669,150.04,11.0
Your Love Is King,Sade,Diamond Life,1984-07-16,1j2LuIf7mv15ZVug1Xy5qz,0.742,0.42,134.624,9.0
False God,Taylor Swift,Lover,2019-08-23,5hQSXkFgbxjZo9uCwd11so,0.739,0.32,79.97,11.0
Love Don't Live Here Anymore,Rose Royce,Rose Royce III: Strikes Again!,1978,3pVsGhUEBZKFtn0n8zjS0H,0.529,0.262,83.046,11.0
On My Love,Zara Larsson,On My Love,2023-09-15,0dxp7DyPJEo6JhtnjUtBnN,0.495,0.691,123.051,10.0
What You Know Bout Love,Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,83.995,10.0
Lover Online,NOTD,Lover Online,2024-09-20,0o5wusLgOl9yWjXzUF1SEJ,0.768,0.844,131.961,11.0
love language,Ariana Grande,Positions,2020-10-30,6NYtLvyThMT0oALFdJFdzq,0.688,0.573,110.034,10.0
Love Will Tear Us Apart,Nouvelle Vague,Nouvelle vague,2004-05-11,7a4fdnIEEwQpqrp39clRzK,0.763,0.419,129.987,9.0
You Can't Hurry Love,The Supremes,The Supremes A' Go-Go (Expanded Edition),1966-08-25,1OppEieGNdItZbE14gLBEv,0.63,0.711,96.915,10.0
Love Me For A Reason,The Osmonds,Love Me For A Reason,1974-11-02,1rdEDyNqQb7AsG193Q58Fl,0.617,0.586,143.089,9.0
"LOVESICK, CANNIBAL!",femtanyl,"LOVESICK, CANNIBAL!",2023-10-06,5uMqAjMDuOvz49JYNG8m8a,0.465,0.935,94.517,9.0
You're in Love with a Psycho,Kasabian,For Crying Out Loud (Deluxe),2017-05-05,0AJhcuRl3i1FfPNr88ZScv,0.721,0.805,120.009,11.0
love you twice,HUH YUNJIN,love you twice,2023-03-14,0GLXQAdrh4tdvz0JLw8DX8,0.749,0.553,96.044,10.0
LOVE ME OR LOVE ME NOT,Isaiah Falls,Drugs n' Lullabies,2024-07-12,6mSLCix3O4P8KhXNNQYVAg,0.666,0.634,91.018,9.0
Afterglow,Taylor Swift,Lover,2019-08-23,1SymEzIT3H8UZfibCs3TYi,0.756,0.449,111.011,9.0
You're a Superstar - City of Love Club Mix,Love Inc.,Love Inc.,1998-06-16,4A56k97klal1TbWHH0DbnE,0.794,0.717,135.005,10.0
Love Again,New Hype,Love Again,2021-07-02,7mQmVvJCFwhHSSXwZwnPRQ,0.673,0.725,124.969,9.0
For My Hand (feat. Ed Sheeran),Burna Boy,"Love, Damini",2022-07-07,0HaRLPnr887lcQM2YQzkff,0.87,0.479,104.059,9.0
Love Again,Céline Dion,I AM: CELINE DION (Original Motion Picture Soundtrack),2024-06-21,1SskSizkJo3eR0AQJ1GJt6,0.495,0.279,83.486,11.0
Love Story Remix (I Love You) [TikTok Dance],DJ Gotta,Love Story Remix (I Love You) [TikTok Dance],2020-10-02,7gj7UTufJDTQWuEPHHpvFr,0.863,0.622,127.931,9.0
Love on Me,Galantis,The Aviary,2017-09-15,3bvjsHQd792zIO4SKFxXKs,0.485,0.91,124.18,9.0
Love Change,Caps,Love Change,2022-05-05,17UIIhVNQNCkrLKeeSgnmJ,0.576,0.795,130.244,11.0
Love in the Time of Socialism,Yellow House,A Carnival of Fears,2017-04-20,0JuJ0M9ZaKDwXms3rUh1Hk,0.244,0.259,76.973,10.0
Love Me More,Trippie Redd,A Love Letter To You 4,2019-11-22,3sDyGrpProusVfcccFLAHq,0.62,0.536,83.42,10.0
How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,2015-07-17,22mek4IiqubGD9ctzxc69s,0.738,0.868,122.003,11.0
God Loves Everyone,Leon Bridges,Leon,2024-10-04,78Hz15kEfWJ3wbuYlD0Zyw,0.398,0.208,117.678,10.0
Lovesick,Carly Shea,Lovesick,2024-05-10,373SpcrzYv0EJgJeznUr56,0.668,0.388,78.004,10.0
By Your Side,Sade,Lovers Rock,2000-11-13,7H3ojI1BsVy0dEJENqMt1k,0.653,0.429,146.073,11.0
love yourself (interlude),XXXTENTACION,?,2018-03-16,1Znlc3UZAbSodFaMBjdpsX,0.746,0.338,120.053,11.0
Lovestained,Hope Tala,Lovestained,2019-04-03,0RJ2QoAPH4VTdfhrX2HKQe,0.792,0.682,89.0,11.0
Love Like This,Benjamin Darren,Love Like This,2020-10-07,6CAVHLgduHdp03lyTbzYAl,0.714,0.762,125.974,11.0
Greatest Love of All,Whitney Houston,Whitney Houston,1985-02-14,6yJxCltgtmGxIgKOS6ndnu,0.502,0.305,131.242,9.0
No Ordinary Love,Sade,Love Deluxe,1992-10-26,1oaaSrDJimABpOdCEbw2DJ,0.629,0.364,166.266,11.0
Whole Lotta Love - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1969-10-22,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,89.74,9.0
I've Been In Love,Jungle,Volcano,2023-08-11,7j3zZ2jAjzFD60UjhldhHo,0.679,0.506,114.967,9.0
Love Is Stronger Than Pride,Sade,Stronger Than Pride,1988-05-03,5Qrcxc2YPomtX6UB0bwNaf,0.529,0.335,87.577,9.0
I'd Love to Change the World - 2004 Remaster,Ten Years After,A Space in Time (Deluxe Version),1971-08,7n3WO6ESKS1uCI9fgkGs66,0.383,0.516,118.144,9.0
Lover Of Mine,5 Seconds of Summer,CALM,2020-03-27,1hUPOCqOukEl03lOs16DtN,0.545,0.858,94.041,11.0
Lovestruck (2010 Remaster),Madness,Wonderful (Remastered),1999-11-01,2QM2R49CVufGhcjlnlBw6i,0.649,0.847,125.803,11.0
To Love Somebody,Bee Gees,Bee Gees' 1st,1967-07-14,0mbS3VwRbO6HVBMPXnzOGA,0.434,0.384,90.795,9.0
Love So Nice,Junior Kelly,Love So Nice,2001,3J4Chu7wi4onjN2OO8aaow,0.784,0.545,80.559,9.0
